Year,Month ,Plant,Customer ,Primary Market Code ,Material Type,Available Tons 
2020,October,Plant_3,Customer_217,Primary_Market_Code_17,Material_Type_12,169.3704904
2020,June,Plant_3,Customer_217,Primary_Market_Code_17,Material_Type_12,151.2392613
2021,June,Plant_3,Customer_217,Primary_Market_Code_17,Material_Type_12,219.9698671
2021,December,Plant_3,Customer_217,Primary_Market_Code_17,Material_Type_12,116.4013424
2022,February,Plant_3,Customer_199,Primary_Market_Code_2,Material_Type_5,28.6425
2021,August,Plant_3,Customer_199,Primary_Market_Code_2,Material_Type_5,0
2021,February,Plant_6,Customer_199,Primary_Market_Code_2,Material_Type_5,0
2020,December,Plant_3,Customer_199,Primary_Market_Code_2,Material_Type_5,24.98
2020,May,Plant_6,Customer_199,Primary_Market_Code_2,Material_Type_5,8.35
2021,May,Plant_6,Customer_199,Primary_Market_Code_2,Material_Type_5,9.162
2020,July,Plant_7,Customer_199,Primary_Market_Code_17,Material_Type_12,219.303121
2020,September,Plant_7,Customer_199,Primary_Market_Code_17,Material_Type_12,58.5404248
2020,December,Plant_3,Customer_199,Primary_Market_Code_17,Material_Type_12,13.8065
2021,April,Plant_3,Customer_199,Primary_Market_Code_17,Material_Type_12,63.658
2020,March,Plant_3,Customer_199,Primary_Market_Code_17,Material_Type_12,20.75
2020,April,Plant_3,Customer_199,Primary_Market_Code_17,Material_Type_12,20.75
2020,April,Plant_7,Customer_199,Primary_Market_Code_3,Material_Type_2,159.604814
2022,January,Plant_1,Customer_789,Primary_Market_Code_2,Material_Type_1,3.75
2020,April,Plant_3,Customer_173,Primary_Market_Code_6,Material_Type_6,33.0975
2020,August,Plant_3,Customer_173,Primary_Market_Code_6,Material_Type_6,26.5225
2021,February,Plant_6,Customer_173,Primary_Market_Code_2,Material_Type_6,51.1635
2020,April,Plant_6,Customer_173,Primary_Market_Code_2,Material_Type_6,45.196
2021,May,Plant_6,Customer_173,Primary_Market_Code_2,Material_Type_6,19.3105
2021,December,Plant_3,Customer_173,Primary_Market_Code_12,Material_Type_6,0
2021,January,Plant_6,Customer_173,Primary_Market_Code_2,Material_Type_6,41.8335
2021,June,Plant_6,Customer_173,Primary_Market_Code_2,Material_Type_6,41.2885
2021,December,Plant_6,Customer_173,Primary_Market_Code_6,Material_Type_6,20.754
2020,October,Plant_6,Customer_173,Primary_Market_Code_6,Material_Type_6,0
2020,September,Plant_6,Customer_173,Primary_Market_Code_6,Material_Type_6,0
2020,July,Plant_3,Customer_173,Primary_Market_Code_6,Material_Type_5,14.255
2021,November,Plant_3,Customer_173,Primary_Market_Code_6,Material_Type_5,12.4075
2020,March,Plant_3,Customer_173,Primary_Market_Code_2,Material_Type_5,7.7505
2020,June,Plant_3,Customer_173,Primary_Market_Code_2,Material_Type_5,0
2021,January,Plant_6,Customer_173,Primary_Market_Code_6,Material_Type_5,4.2515
2022,January,Plant_3,Customer_173,Primary_Market_Code_17,Material_Type_12,451.8783358
2020,March,Plant_6,Customer_173,Primary_Market_Code_17,Material_Type_12,178.6290023
2021,October,Plant_3,Customer_173,Primary_Market_Code_17,Material_Type_12,441.0982698
2021,March,Plant_6,Customer_173,Primary_Market_Code_17,Material_Type_12,231.0707675
2021,January,Plant_6,Customer_173,Primary_Market_Code_17,Material_Type_12,121.6354736
2021,November,Plant_6,Customer_173,Primary_Market_Code_17,Material_Type_12,306.6615921
2021,October,Plant_6,Customer_173,Primary_Market_Code_17,Material_Type_12,83.9918772
2021,July,Plant_2,Customer_173,Primary_Market_Code_17,Material_Type_12,21.91
2021,November,Plant_3,Customer_173,Primary_Market_Code_6,Material_Type_7,6.601
2020,April,Plant_3,Customer_173,Primary_Market_Code_6,Material_Type_7,0
2020,August,Plant_2,Customer_173,Primary_Market_Code_2,Material_Type_7,2.3985
2020,April,Plant_2,Customer_173,Primary_Market_Code_2,Material_Type_7,2.3985
2021,January,Plant_6,Customer_173,Primary_Market_Code_6,Material_Type_7,0
2021,April,Plant_3,Customer_173,Primary_Market_Code_6,Material_Type_2,6.33
2020,June,Plant_3,Customer_173,Primary_Market_Code_6,Material_Type_2,5.95
2022,February,Plant_2,Customer_173,Primary_Market_Code_2,Material_Type_2,7.795
2021,June,Plant_7,Customer_541,Primary_Market_Code_17,Material_Type_11,0.731016
2022,January,Plant_1,Customer_266,Primary_Market_Code_12,Material_Type_11,5.900051
2021,March,Plant_7,Customer_486,Primary_Market_Code_6,Material_Type_7,41.34
2021,July,Plant_7,Customer_486,Primary_Market_Code_6,Material_Type_7,23.56
2021,November,Plant_7,Customer_486,Primary_Market_Code_6,Material_Type_7,5.325
2020,November,Plant_7,Customer_486,Primary_Market_Code_6,Material_Type_7,27.41
2021,January,Plant_1,Customer_123,Primary_Market_Code_17,Material_Type_12,132.1263268
2020,June,Plant_1,Customer_123,Primary_Market_Code_1,Material_Type_1,268.56
2021,July,Plant_5,Customer_128,Primary_Market_Code_17,Material_Type_12,200.055
2020,March,Plant_5,Customer_128,Primary_Market_Code_17,Material_Type_12,159.291
2020,April,Plant_5,Customer_128,Primary_Market_Code_17,Material_Type_12,254.7635
2020,September,Plant_5,Customer_128,Primary_Market_Code_1,Material_Type_2,31.315
2022,January,Plant_5,Customer_128,Primary_Market_Code_1,Material_Type_2,8.4725
2022,January,Plant_7,Customer_29,Primary_Market_Code_6,Material_Type_8,7.59675
2022,February,Plant_7,Customer_29,Primary_Market_Code_6,Material_Type_8,7.59675
2021,January,Plant_7,Customer_29,Primary_Market_Code_17,Material_Type_12,4973.012225
2020,November,Plant_7,Customer_29,Primary_Market_Code_17,Material_Type_12,5186.845315
2021,September,Plant_7,Customer_29,Primary_Market_Code_17,Material_Type_12,3630.571812
2020,March,Plant_7,Customer_29,Primary_Market_Code_17,Material_Type_12,1755.25283
2021,October,Plant_7,Customer_29,Primary_Market_Code_17,Material_Type_12,4379.243968
2020,June,Plant_3,Customer_29,Primary_Market_Code_17,Material_Type_12,9.79
2021,October,Plant_7,Customer_29,Primary_Market_Code_6,Material_Type_7,751.45384
2021,February,Plant_7,Customer_29,Primary_Market_Code_10,Material_Type_7,0
2020,September,Plant_7,Customer_29,Primary_Market_Code_10,Material_Type_7,94.13
2021,June,Plant_7,Customer_29,Primary_Market_Code_6,Material_Type_2,2.19375
2020,December,Plant_7,Customer_850,Primary_Market_Code_1,Material_Type_10,10.67
2020,September,Plant_3,Customer_94,Primary_Market_Code_2,Material_Type_6,263.61
2021,January,Plant_3,Customer_94,Primary_Market_Code_2,Material_Type_6,53.46
2021,May,Plant_8,Customer_94,Primary_Market_Code_2,Material_Type_6,253.782
2021,April,Plant_8,Customer_94,Primary_Market_Code_2,Material_Type_6,429.956
2022,February,Plant_8,Customer_94,Primary_Market_Code_2,Material_Type_6,173.466
2020,April,Plant_8,Customer_94,Primary_Market_Code_2,Material_Type_6,10.954
2020,June,Plant_8,Customer_94,Primary_Market_Code_2,Material_Type_6,30.602
2021,August,Plant_3,Customer_94,Primary_Market_Code_6,Material_Type_6,0.8625
2020,December,Plant_3,Customer_94,Primary_Market_Code_6,Material_Type_5,0
2021,December,Plant_3,Customer_94,Primary_Market_Code_6,Material_Type_10,107.535
2020,May,Plant_3,Customer_94,Primary_Market_Code_6,Material_Type_10,50.9975
2021,October,Plant_3,Customer_94,Primary_Market_Code_6,Material_Type_10,75.08
2021,February,Plant_3,Customer_94,Primary_Market_Code_2,Material_Type_10,23.545
2020,December,Plant_3,Customer_94,Primary_Market_Code_2,Material_Type_10,5.8825
2020,June,Plant_3,Customer_94,Primary_Market_Code_2,Material_Type_10,17.1625
2020,September,Plant_3,Customer_94,Primary_Market_Code_2,Material_Type_10,2.8975
2021,June,Plant_8,Customer_94,Primary_Market_Code_2,Material_Type_9,0
2021,August,Plant_8,Customer_94,Primary_Market_Code_2,Material_Type_9,22.226
2021,January,Plant_8,Customer_94,Primary_Market_Code_17,Material_Type_12,672.5745
2021,March,Plant_8,Customer_94,Primary_Market_Code_17,Material_Type_12,1443.2075
2020,October,Plant_3,Customer_94,Primary_Market_Code_17,Material_Type_12,942.6898965
2021,December,Plant_6,Customer_305,Primary_Market_Code_1,Material_Type_5,64.025
2021,May,Plant_6,Customer_305,Primary_Market_Code_1,Material_Type_5,0
2020,December,Plant_6,Customer_305,Primary_Market_Code_1,Material_Type_5,0
2022,February,Plant_4,Customer_305,Primary_Market_Code_17,Material_Type_12,37.7975
2021,December,Plant_4,Customer_305,Primary_Market_Code_17,Material_Type_12,16.1595
2021,September,Plant_1,Customer_305,Primary_Market_Code_17,Material_Type_12,13.9005
2021,January,Plant_4,Customer_305,Primary_Market_Code_17,Material_Type_12,46.01
2020,December,Plant_1,Customer_305,Primary_Market_Code_19,Material_Type_1,24.915
2021,January,Plant_2,Customer_66,Primary_Market_Code_17,Material_Type_12,413.0143704
2021,October,Plant_2,Customer_66,Primary_Market_Code_17,Material_Type_12,250.799488
2021,June,Plant_2,Customer_66,Primary_Market_Code_17,Material_Type_12,808.4387195
2020,July,Plant_2,Customer_66,Primary_Market_Code_17,Material_Type_12,337.9960695
2020,December,Plant_2,Customer_66,Primary_Market_Code_2,Material_Type_2,58.1325
2021,June,Plant_2,Customer_66,Primary_Market_Code_2,Material_Type_2,269.775
2020,October,Plant_2,Customer_66,Primary_Market_Code_2,Material_Type_2,84.4775
2022,February,Plant_3,Customer_66,Primary_Market_Code_2,Material_Type_2,0
2020,April,Plant_2,Customer_66,Primary_Market_Code_8,Material_Type_2,19.18
2020,December,Plant_7,Customer_367,Primary_Market_Code_17,Material_Type_12,101.231
2020,September,Plant_7,Customer_367,Primary_Market_Code_17,Material_Type_12,44.5335
2021,October,Plant_2,Customer_517,Primary_Market_Code_24,Material_Type_7,0
2021,October,Plant_7,Customer_274,Primary_Market_Code_17,Material_Type_12,202.5274686
2021,July,Plant_7,Customer_274,Primary_Market_Code_17,Material_Type_12,303.1502689
2022,February,Plant_7,Customer_274,Primary_Market_Code_17,Material_Type_12,439.506926
2021,March,Plant_7,Customer_274,Primary_Market_Code_17,Material_Type_12,30.4957885
2021,October,Plant_1,Customer_274,Primary_Market_Code_1,Material_Type_7,0
2021,December,Plant_7,Customer_274,Primary_Market_Code_1,Material_Type_7,164.445
2021,January,Plant_1,Customer_274,Primary_Market_Code_1,Material_Type_1,17.7725
2021,March,Plant_3,Customer_654,Primary_Market_Code_17,Material_Type_12,2.565024
2021,August,Plant_3,Customer_272,Primary_Market_Code_6,Material_Type_6,35.6525
2021,June,Plant_3,Customer_272,Primary_Market_Code_6,Material_Type_6,115.0225
2021,October,Plant_3,Customer_272,Primary_Market_Code_6,Material_Type_6,23.8175
2022,January,Plant_3,Customer_272,Primary_Market_Code_6,Material_Type_6,50.475
2021,September,Plant_3,Customer_272,Primary_Market_Code_6,Material_Type_6,36.69
2021,January,Plant_7,Customer_272,Primary_Market_Code_6,Material_Type_6,9.435
2021,April,Plant_3,Customer_272,Primary_Market_Code_17,Material_Type_12,197.0529152
2020,March,Plant_3,Customer_272,Primary_Market_Code_17,Material_Type_12,95.87614205
2020,August,Plant_3,Customer_272,Primary_Market_Code_17,Material_Type_12,52.420014
2021,November,Plant_3,Customer_272,Primary_Market_Code_17,Material_Type_12,167.2742813
2021,December,Plant_3,Customer_272,Primary_Market_Code_17,Material_Type_12,71.0350275
2021,June,Plant_3,Customer_272,Primary_Market_Code_17,Material_Type_12,10.00317835
2022,January,Plant_3,Customer_272,Primary_Market_Code_17,Material_Type_12,114.6435488
2021,September,Plant_3,Customer_272,Primary_Market_Code_17,Material_Type_12,30.3328644
2021,October,Plant_3,Customer_640,Primary_Market_Code_2,Material_Type_5,14.4425
2020,December,Plant_3,Customer_640,Primary_Market_Code_17,Material_Type_12,14.395
2020,June,Plant_3,Customer_640,Primary_Market_Code_17,Material_Type_12,22.23
2021,May,Plant_3,Customer_37,Primary_Market_Code_6,Material_Type_6,13.9575
2021,July,Plant_3,Customer_37,Primary_Market_Code_6,Material_Type_6,110.1525
2020,November,Plant_3,Customer_37,Primary_Market_Code_6,Material_Type_6,11.435
2022,February,Plant_3,Customer_37,Primary_Market_Code_6,Material_Type_6,31.59
2020,July,Plant_3,Customer_37,Primary_Market_Code_6,Material_Type_6,12.45
2022,January,Plant_3,Customer_37,Primary_Market_Code_2,Material_Type_5,19.05
2021,November,Plant_3,Customer_37,Primary_Market_Code_3,Material_Type_5,5.455
2021,June,Plant_3,Customer_37,Primary_Market_Code_3,Material_Type_5,5.455
2022,February,Plant_3,Customer_37,Primary_Market_Code_6,Material_Type_5,0
2020,August,Plant_7,Customer_37,Primary_Market_Code_6,Material_Type_10,13.66
2021,May,Plant_7,Customer_37,Primary_Market_Code_6,Material_Type_10,10.9025
2021,December,Plant_3,Customer_37,Primary_Market_Code_6,Material_Type_10,0
2021,September,Plant_3,Customer_37,Primary_Market_Code_6,Material_Type_10,10.995
2020,March,Plant_7,Customer_37,Primary_Market_Code_17,Material_Type_12,2286.383433
2021,July,Plant_7,Customer_37,Primary_Market_Code_17,Material_Type_12,3992.119759
2022,January,Plant_7,Customer_37,Primary_Market_Code_17,Material_Type_12,2774.319053
2021,December,Plant_7,Customer_37,Primary_Market_Code_17,Material_Type_12,3636.466546
2022,February,Plant_7,Customer_37,Primary_Market_Code_17,Material_Type_12,2660.984723
2020,November,Plant_7,Customer_37,Primary_Market_Code_17,Material_Type_12,1631.262614
2021,February,Plant_7,Customer_37,Primary_Market_Code_17,Material_Type_12,2384.81232
2021,November,Plant_3,Customer_37,Primary_Market_Code_17,Material_Type_12,70.83827675
2021,June,Plant_7,Customer_37,Primary_Market_Code_17,Material_Type_12,3328.184932
2021,March,Plant_2,Customer_37,Primary_Market_Code_17,Material_Type_12,19.945
2020,May,Plant_2,Customer_37,Primary_Market_Code_17,Material_Type_12,32.795
2020,July,Plant_2,Customer_37,Primary_Market_Code_17,Material_Type_12,10.79
2022,January,Plant_4,Customer_37,Primary_Market_Code_17,Material_Type_12,18.4275
2021,May,Plant_7,Customer_37,Primary_Market_Code_6,Material_Type_7,13.721
2022,January,Plant_3,Customer_37,Primary_Market_Code_6,Material_Type_7,0
2021,October,Plant_7,Customer_37,Primary_Market_Code_6,Material_Type_7,23.1355
2021,March,Plant_3,Customer_37,Primary_Market_Code_3,Material_Type_7,2.27
2021,April,Plant_3,Customer_37,Primary_Market_Code_3,Material_Type_7,12.665
2022,February,Plant_4,Customer_37,Primary_Market_Code_6,Material_Type_7,23.355
2020,June,Plant_7,Customer_37,Primary_Market_Code_6,Material_Type_7,28.1875
2020,April,Plant_7,Customer_37,Primary_Market_Code_6,Material_Type_7,4.044
2020,April,Plant_7,Customer_37,Primary_Market_Code_3,Material_Type_7,1.965
2020,October,Plant_3,Customer_37,Primary_Market_Code_3,Material_Type_7,2.27
2020,December,Plant_2,Customer_37,Primary_Market_Code_6,Material_Type_1,2.3625
2021,February,Plant_2,Customer_37,Primary_Market_Code_6,Material_Type_1,2.3625
2020,November,Plant_7,Customer_37,Primary_Market_Code_6,Material_Type_1,4.6175
2020,October,Plant_7,Customer_37,Primary_Market_Code_6,Material_Type_1,4.6175
2021,February,Plant_7,Customer_37,Primary_Market_Code_3,Material_Type_1,0
2021,May,Plant_7,Customer_37,Primary_Market_Code_3,Material_Type_1,10.655
2020,September,Plant_1,Customer_37,Primary_Market_Code_3,Material_Type_1,0
2020,March,Plant_7,Customer_37,Primary_Market_Code_6,Material_Type_2,202.9615
2020,September,Plant_7,Customer_37,Primary_Market_Code_6,Material_Type_2,208.5175
2020,December,Plant_7,Customer_37,Primary_Market_Code_3,Material_Type_2,40.57
2021,October,Plant_7,Customer_37,Primary_Market_Code_3,Material_Type_2,20.18
2021,August,Plant_7,Customer_37,Primary_Market_Code_3,Material_Type_2,91.6975
2020,May,Plant_7,Customer_323,Primary_Market_Code_1,Material_Type_10,23.425
2021,December,Plant_7,Customer_323,Primary_Market_Code_1,Material_Type_10,91.8575
2022,February,Plant_7,Customer_323,Primary_Market_Code_1,Material_Type_10,13.725
2020,June,Plant_7,Customer_323,Primary_Market_Code_1,Material_Type_10,12.9725
2020,July,Plant_7,Customer_323,Primary_Market_Code_1,Material_Type_10,38.1675
2021,August,Plant_7,Customer_323,Primary_Market_Code_17,Material_Type_12,73.52
2021,March,Plant_7,Customer_323,Primary_Market_Code_17,Material_Type_12,47.535
2022,January,Plant_2,Customer_323,Primary_Market_Code_17,Material_Type_12,17.372682
2021,May,Plant_10,Customer_1162,Primary_Market_Code_17,Material_Type_11,0.1177356
2020,November,Plant_3,Customer_210,Primary_Market_Code_2,Material_Type_6,0
2020,July,Plant_3,Customer_210,Primary_Market_Code_2,Material_Type_5,42.5325
2022,January,Plant_3,Customer_210,Primary_Market_Code_2,Material_Type_5,6.5675
2021,December,Plant_3,Customer_210,Primary_Market_Code_17,Material_Type_12,98.99292785
2021,July,Plant_3,Customer_210,Primary_Market_Code_17,Material_Type_12,51.3197815
2020,December,Plant_7,Customer_210,Primary_Market_Code_17,Material_Type_12,50.1555
2020,May,Plant_3,Customer_210,Primary_Market_Code_17,Material_Type_12,41.88476995
2020,December,Plant_3,Customer_210,Primary_Market_Code_17,Material_Type_12,44.1765959
2020,October,Plant_3,Customer_210,Primary_Market_Code_17,Material_Type_12,43.44673
2021,July,Plant_7,Customer_210,Primary_Market_Code_2,Material_Type_1,42.4625
2021,February,Plant_6,Customer_307,Primary_Market_Code_2,Material_Type_6,0
2021,November,Plant_6,Customer_307,Primary_Market_Code_2,Material_Type_6,0
2021,April,Plant_6,Customer_307,Primary_Market_Code_17,Material_Type_12,397.695
2021,August,Plant_6,Customer_307,Primary_Market_Code_17,Material_Type_12,359.2025
2022,January,Plant_6,Customer_307,Primary_Market_Code_17,Material_Type_12,144.725
2020,April,Plant_6,Customer_307,Primary_Market_Code_17,Material_Type_12,81.08625
2020,August,Plant_6,Customer_307,Primary_Market_Code_17,Material_Type_12,38.3425
2022,February,Plant_6,Customer_307,Primary_Market_Code_2,Material_Type_12,73.0495
2020,October,Plant_6,Customer_307,Primary_Market_Code_2,Material_Type_12,62.275
2021,August,Plant_6,Customer_307,Primary_Market_Code_2,Material_Type_12,22.305
2021,May,Plant_6,Customer_307,Primary_Market_Code_2,Material_Type_12,93.9475
2021,February,Plant_6,Customer_307,Primary_Market_Code_2,Material_Type_12,154.61
2021,April,Plant_6,Customer_307,Primary_Market_Code_2,Material_Type_12,104.925
2021,July,Plant_10,Customer_798,Primary_Market_Code_12,Material_Type_11,0.2354712
2020,April,Plant_6,Customer_75,Primary_Market_Code_5,Material_Type_5,7.6465
